"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","price_30","price_60","price_90","price_365","revenue_30","revenue_60","revenue_90","revenue_365"
"3731","bologna","2020-08-31",42980890,"Santo Stefano",44.5042,11.34927,"Private room in house","Private room","2","1",2,"$17.00","15",1125,6,6,6,280,17,17,17,17,408,918,1428,1445
"3732","bologna","2020-08-31",42992015,"Santo Stefano",44.48893,11.34063,"Entire apartment","Entire home/apt","3","1",2,"$54.00","2",1125,28,58,88,316,47,47,47,669.510204081633,94,94,94,32806
"3733","bologna","2020-08-31",42999617,"Santo Stefano",44.49818,11.34375,"Entire apartment","Entire home/apt","2","1",1,"$77.00","1",1125,24,54,84,85,80,80,80,80,480,480,480,22400
"3734","bologna","2020-08-31",43006426,"Porto - Saragozza",44.49833,11.34059,"Entire apartment","Entire home/apt","4","2",3,"$105.00","2",1125,24,54,84,358,108.5,108.5,108.5,307.285714285714,651,651,651,2151
"3735","bologna","2020-08-31",43017146,"Santo Stefano",44.50482,11.34895,"Private room in apartment","Private room","2","1",NA,"$400.00","15",1125,30,60,90,365,NA,NA,NA,NA,0,0,0,0
"3736","bologna","2020-08-31",43024826,"Navile",44.50833,11.35144,"Entire house","Entire home/apt","4","1",2,"$108.00","1",1125,30,60,90,365,NA,NA,NA,NA,0,0,0,0
"3737","bologna","2020-08-31",43028211,"Savena",44.47901,11.38136,"Entire apartment","Entire home/apt","3","",3,"$58.00","2",1125,29,59,89,180,56,56,56,45.0594594594595,56,56,56,8336
"3738","bologna","2020-08-31",43029509,"Navile",44.51215,11.3528,"Entire apartment","Entire home/apt","4","2",2,"$138.00","3",1125,30,60,90,161,NA,NA,NA,36,0,0,0,7344
"3739","bologna","2020-08-31",43040706,"Porto - Saragozza",44.49323,11.33972,"Private room in apartment","Private room","2","1",NA,"$16.00","20",1125,5,5,5,256,16,16,16,16,400,880,1360,1744
"3740","bologna","2020-08-31",43051705,"Santo Stefano",44.48704,11.34015,"Entire apartment","Entire home/apt","2","1",1,"$50.00","3",1125,14,44,74,76,50,50,50,45.2768166089965,800,800,800,13085
"3741","bologna","2020-08-31",43059496,"Santo Stefano",44.48826,11.3493,"Entire apartment","Entire home/apt","3","1",3,"$43.00","1",1125,30,60,90,365,NA,NA,NA,NA,0,0,0,0
"3742","bologna","2020-08-31",43073750,"San Donato - San Vitale",44.50696,11.36049,"Entire apartment","Entire home/apt","7","3",3,"$636.00","3",1125,30,60,90,270,NA,NA,NA,1000,0,0,0,95000
"3743","bologna","2020-08-31",43102388,"Porto - Saragozza",44.5,11.34147,"Entire apartment","Entire home/apt","4","",1,"$40.00","7",7,30,60,90,365,NA,NA,NA,NA,0,0,0,0
"3744","bologna","2020-08-31",43122201,"San Donato - San Vitale",44.506,11.37373,"Entire apartment","Entire home/apt","2","1",0,"$55.00","1",1125,29,59,89,355,55,55,55,55,55,55,55,550
"3745","bologna","2020-08-31",43138605,"Porto - Saragozza",44.50147,11.33403,"Entire apartment","Entire home/apt","4","1",2,"$155.00","2",1125,3,3,3,3,154.592592592593,157.964912280702,157.83908045977,175.328729281768,4174,9004,13732,63469
"3746","bologna","2020-08-31",43182930,"Porto - Saragozza",44.50009,11.34079,"Entire loft","Entire home/apt","4","2",2,"$100.00","3",1125,30,60,90,90,NA,NA,NA,100,0,0,0,27500
"3747","bologna","2020-08-31",43202281,"San Donato - San Vitale",44.50144,11.39494,"Entire condominium","Entire home/apt","4","",4,"$60.00","1",2,30,60,90,90,NA,NA,NA,60,0,0,0,16500
